Suit_1,Suit_2,Suit_3,Suit_4,Pr_suit_1,Pr_suit_2,Pr_suit_3,Pr_suit_4,Pr_10_1,Pr_10_2,Pr_10_3,Pr_10_4
10.0,6.0,6.0,10.0,0.016,0.484,0.484,0.016,1.0,0.5,0.5,1.0
10.0,6.0,7.0,0.0,0.051,0.865,0.002,0.082,1.0,0.889,0.667,0.118
10.0,6.0,7.0,1.0,0.05,0.866,0.003,0.081,1.0,0.867,0.667,0.143
10.0,6.0,7.0,2.0,0.048,0.867,0.005,0.08,1.0,0.838,0.667,0.176
10.0,6.0,7.0,3.0,0.046,0.868,0.007,0.078,1.0,0.8,0.667,0.222
10.0,6.0,7.0,4.0,0.043,0.869,0.012,0.076,1.0,0.75,0.667,0.286
10.0,6.0,7.0,5.0,0.04,0.868,0.02,0.073,1.0,0.684,0.667,0.375
10.0,6.0,7.0,6.0,0.034,0.862,0.034,0.069,1.0,0.6,0.667,0.5
10.0,6.0,7.0,7.0,0.028,0.845,0.063,0.063,1.0,0.5,0.667,0.667
10.0,6.0,7.0,8.0,0.021,0.802,0.12,0.056,1.0,0.4,0.667,0.857
10.0,6.0,7.0,9.0,0.016,0.703,0.234,0.047,1.0,0.333,0.667,1.0
10.0,6.0,7.0,10.0,0.011,0.479,0.479,0.032,1.0,0.333,0.667,1.0
10.0,6.0,8.0,0.0,0.048,0.817,0.002,0.133,1.0,0.885,0.857,0.118
10.0,6.0,8.0,1.0,0.047,0.818,0.002,0.133,1.0,0.86,0.857,0.143
10.0,6.0,8.0,2.0,0.045,0.819,0.004,0.133,1.0,0.829,0.857,0.176
10.0,6.0,8.0,3.0,0.043,0.82,0.006,0.132,1.0,0.786,0.857,0.222
10.0,6.0,8.0,4.0,0.04,0.82,0.009,0.131,1.0,0.727,0.857,0.286
10.0,6.0,8.0,5.0,0.035,0.82,0.016,0.129,1.0,0.647,0.857,0.375
10.0,6.0,8.0,6.0,0.029,0.816,0.029,0.126,1.0,0.538,0.857,0.5
10.0,6.0,8.0,7.0,0.021,0.802,0.056,0.12,1.0,0.4,0.857,0.667
10.0,6.0,8.0,8.0,0.013,0.764,0.111,0.111,1.0,0.25,0.857,0.857
10.0,6.0,8.0,9.0,0.006,0.673,0.224,0.096,1.0,0.143,0.857,1.0
10.0,6.0,8.0,10.0,0.004,0.465,0.465,0.066,1.0,0.143,0.857,1.0
10.0,6.0,9.0,0.0,0.042,0.717,0.001,0.239,1.0,0.882,1.0,0.118
10.0,6.0,9.0,1.0,0.041,0.718,0.002,0.239,1.0,0.857,1.0,0.143
10.0,6.0,9.0,2.0,0.039,0.718,0.003,0.239,1.0,0.824,1.0,0.176
10.0,6.0,9.0,3.0,0.037,0.719,0.004,0.24,1.0,0.778,1.0,0.222
10.0,6.0,9.0,4.0,0.034,0.719,0.007,0.24,1.0,0.714,1.0,0.286
10.0,6.0,9.0,5.0,0.03,0.718,0.013,0.239,1.0,0.625,1.0,0.375
10.0,6.0,9.0,6.0,0.024,0.714,0.024,0.238,1.0,0.5,1.0,0.5
10.0,6.0,9.0,7.0,0.016,0.703,0.047,0.234,1.0,0.333,1.0,0.667
10.0,6.0,9.0,8.0,0.006,0.673,0.096,0.224,1.0,0.143,1.0,0.857
10.0,6.0,9.0,9.0,0.0,0.6,0.2,0.2,0.0,0.0,1.0,1.0
10.0,6.0,9.0,10.0,0.0,0.429,0.429,0.143,0.0,0.0,1.0,1.0
10.0,6.0,10.0,0.0,0.029,0.485,0.001,0.485,1.0,0.882,1.0,0.118
10.0,6.0,10.0,1.0,0.028,0.485,0.001,0.485,1.0,0.857,1.0,0.143
10.0,6.0,10.0,2.0,0.027,0.486,0.002,0.486,1.0,0.824,1.0,0.176
10.0,6.0,10.0,3.0,0.025,0.486,0.003,0.486,1.0,0.778,1.0,0.222
10.0,6.0,10.0,4.0,0.023,0.486,0.005,0.486,1.0,0.714,1.0,0.286
10.0,6.0,10.0,5.0,0.02,0.486,0.009,0.486,1.0,0.625,1.0,0.375
10.0,6.0,10.0,6.0,0.016,0.484,0.016,0.484,1.0,0.5,1.0,0.5
10.0,6.0,10.0,7.0,0.011,0.479,0.032,0.479,1.0,0.333,1.0,0.667
10.0,6.0,10.0,8.0,0.004,0.465,0.066,0.465,1.0,0.143,1.0,0.857
10.0,6.0,10.0,9.0,0.0,0.429,0.143,0.429,0.0,0.0,1.0,1.0
10.0,6.0,10.0,10.0,-0.0,0.333,0.333,0.333,0.0,-0.0,1.0,1.0
10.0,7.0,0.0,0.0,0.087,0.899,0.007,0.007,1.0,0.968,0.062,0.062
10.0,7.0,0.0,1.0,0.087,0.898,0.009,0.006,1.0,0.964,0.062,0.077
10.0,7.0,0.0,2.0,0.086,0.896,0.013,0.006,1.0,0.961,0.062,0.097
10.0,7.0,0.0,3.0,0.085,0.893,0.017,0.005,1.0,0.957,0.063,0.125
10.0,7.0,0.0,4.0,0.085,0.887,0.024,0.004,1.0,0.952,0.062,0.167
10.0,7.0,0.0,5.0,0.083,0.879,0.035,0.003,1.0,0.948,0.062,0.231
10.0,7.0,0.0,6.0,0.082,0.865,0.051,0.002,1.0,0.944,0.062,0.333
10.0,7.0,0.0,7.0,0.079,0.84,0.079,0.001,1.0,0.941,0.062,0.5
10.0,7.0,0.0,8.0,0.075,0.795,0.13,0.001,1.0,0.939,0.062,0.75
10.0,7.0,0.0,9.0,0.066,0.7,0.233,0.001,1.0,0.938,0.062,1.0
10.0,7.0,0.0,10.0,0.045,0.477,0.477,0.0,1.0,0.938,0.062,1.0
10.0,7.0,1.0,0.0,0.087,0.898,0.006,0.009,1.0,0.964,0.077,0.062
10.0,7.0,1.0,1.0,0.086,0.897,0.008,0.008,1.0,0.96,0.077,0.077
10.0,7.0,1.0,2.0,0.086,0.895,0.012,0.008,1.0,0.955,0.077,0.097
10.0,7.0,1.0,3.0,0.085,0.893,0.016,0.006,1.0,0.95,0.077,0.125
10.0,7.0,1.0,4.0,0.084,0.888,0.023,0.005,1.0,0.944,0.077,0.167
10.0,7.0,1.0,5.0,0.083,0.88,0.033,0.004,1.0,0.939,0.077,0.231
10.0,7.0,1.0,6.0,0.081,0.866,0.05,0.003,1.0,0.933,0.077,0.333
10.0,7.0,1.0,7.0,0.078,0.842,0.078,0.002,1.0,0.929,0.077,0.5
10.0,7.0,1.0,8.0,0.074,0.796,0.129,0.001,1.0,0.925,0.077,0.75
10.0,7.0,1.0,9.0,0.065,0.701,0.234,0.001,1.0,0.923,0.077,1.0
10.0,7.0,1.0,10.0,0.044,0.478,0.478,0.001,1.0,0.923,0.077,1.0
10.0,7.0,2.0,0.0,0.086,0.896,0.006,0.013,1.0,0.961,0.097,0.062
10.0,7.0,2.0,1.0,0.086,0.895,0.008,0.012,1.0,0.955,0.097,0.077
10.0,7.0,2.0,2.0,0.085,0.894,0.01,0.01,1.0,0.949,0.097,0.097
10.0,7.0,2.0,3.0,0.084,0.892,0.015,0.009,1.0,0.942,0.097,0.125
10.0,7.0,2.0,4.0,0.083,0.888,0.021,0.008,1.0,0.935,0.097,0.167
10.0,7.0,2.0,5.0,0.082,0.88,0.032,0.006,1.0,0.927,0.097,0.231
10.0,7.0,2.0,6.0,0.08,0.867,0.048,0.005,1.0,0.919,0.097,0.333
10.0,7.0,2.0,7.0,0.077,0.843,0.077,0.003,1.0,0.912,0.097,0.5
10.0,7.0,2.0,8.0,0.072,0.797,0.129,0.002,1.0,0.906,0.097,0.75
10.0,7.0,2.0,9.0,0.063,0.701,0.234,0.002,1.0,0.903,0.097,1.0
10.0,7.0,2.0,10.0,0.043,0.478,0.478,0.001,1.0,0.903,0.097,1.0
10.0,7.0,3.0,0.0,0.085,0.893,0.005,0.017,1.0,0.957,0.125,0.063
10.0,7.0,3.0,1.0,0.085,0.893,0.006,0.016,1.0,0.95,0.125,0.077
10.0,7.0,3.0,2.0,0.084,0.892,0.009,0.015,1.0,0.942,0.125,0.097
10.0,7.0,3.0,3.0,0.083,0.891,0.013,0.013,1.0,0.933,0.125,0.125
10.0,7.0,3.0,4.0,0.082,0.887,0.019,0.011,1.0,0.923,0.125,0.167
10.0,7.0,3.0,5.0,0.08,0.881,0.03,0.009,1.0,0.912,0.125,0.231
10.0,7.0,3.0,6.0,0.078,0.868,0.046,0.007,1.0,0.9,0.125,0.333
10.0,7.0,3.0,7.0,0.075,0.845,0.075,0.005,1.0,0.889,0.125,0.5
10.0,7.0,3.0,8.0,0.07,0.798,0.128,0.004,1.0,0.88,0.125,0.75
10.0,7.0,3.0,9.0,0.061,0.702,0.234,0.002,1.0,0.875,0.125,1.0
10.0,7.0,3.0,10.0,0.042,0.478,0.478,0.002,1.0,0.875,0.125,1.0
10.0,7.0,4.0,0.0,0.085,0.887,0.004,0.024,1.0,0.952,0.167,0.062
10.0,7.0,4.0,1.0,0.084,0.888,0.005,0.023,1.0,0.944,0.167,0.077
10.0,7.0,4.0,2.0,0.083,0.888,0.008,0.021,1.0,0.935,0.167,0.097
10.0,7.0,4.0,3.0,0.082,0.887,0.011,0.019,1.0,0.923,0.167,0.125
10.0,7.0,4.0,4.0,0.08,0.885,0.017,0.017,1.0,0.909,0.167,0.167
10.0,7.0,4.0,5.0,0.079,0.88,0.027,0.015,1.0,0.893,0.167,0.231
10.0,7.0,4.0,6.0,0.076,0.869,0.043,0.012,1.0,0.875,0.167,0.333
10.0,7.0,4.0,7.0,0.073,0.846,0.073,0.009,1.0,0.857,0.167,0.5
10.0,7.0,4.0,8.0,0.067,0.8,0.126,0.006,1.0,0.842,0.167,0.75
10.0,7.0,4.0,9.0,0.059,0.703,0.234,0.004,1.0,0.833,0.167,1.0
10.0,7.0,4.0,10.0,0.04,0.479,0.479,0.003,1.0,0.833,0.167,1.0
10.0,7.0,5.0,0.0,0.083,0.879,0.003,0.035,1.0,0.948,0.231,0.062
10.0,7.0,5.0,1.0,0.083,0.88,0.004,0.033,1.0,0.939,0.231,0.077
10.0,7.0,5.0,2.0,0.082,0.88,0.006,0.032,1.0,0.927,0.231,0.097
10.0,7.0,5.0,3.0,0.08,0.881,0.009,0.03,1.0,0.912,0.231,0.125
10.0,7.0,5.0,4.0,0.079,0.88,0.015,0.027,1.0,0.893,0.231,0.167
10.0,7.0,5.0,5.0,0.076,0.877,0.024,0.024,1.0,0.87,0.231,0.231
10.0,7.0,5.0,6.0,0.073,0.868,0.04,0.02,1.0,0.842,0.231,0.333
10.0,7.0,5.0,7.0,0.069,0.847,0.069,0.015,1.0,0.812,0.231,0.5
10.0,7.0,5.0,8.0,0.063,0.802,0.124,0.011,1.0,0.786,0.231,0.75
10.0,7.0,5.0,9.0,0.054,0.704,0.235,0.008,1.0,0.769,0.231,1.0
10.0,7.0,5.0,10.0,0.037,0.479,0.479,0.005,1.0,0.769,0.231,1.0
10.0,7.0,6.0,0.0,0.082,0.865,0.002,0.051,1.0,0.944,0.333,0.062
10.0,7.0,6.0,1.0,0.081,0.866,0.003,0.05,1.0,0.933,0.333,0.077
10.0,7.0,6.0,2.0,0.08,0.867,0.005,0.048,1.0,0.919,0.333,0.097
10.0,7.0,6.0,3.0,0.078,0.868,0.007,0.046,1.0,0.9,0.333,0.125
10.0,7.0,6.0,4.0,0.076,0.869,0.012,0.043,1.0,0.875,0.333,0.167
10.0,7.0,6.0,5.0,0.073,0.868,0.02,0.04,1.0,0.842,0.333,0.231
10.0,7.0,6.0,6.0,0.069,0.862,0.034,0.034,1.0,0.8,0.333,0.333
10.0,7.0,6.0,7.0,0.063,0.845,0.063,0.028,1.0,0.75,0.333,0.5
10.0,7.0,6.0,8.0,0.056,0.802,0.12,0.021,1.0,0.7,0.333,0.75
10.0,7.0,6.0,9.0,0.047,0.703,0.234,0.016,1.0,0.667,0.333,1.0
10.0,7.0,6.0,10.0,0.032,0.479,0.479,0.011,1.0,0.667,0.333,1.0
10.0,7.0,7.0,0.0,0.079,0.84,0.001,0.079,1.0,0.941,0.5,0.062
10.0,7.0,7.0,1.0,0.078,0.842,0.002,0.078,1.0,0.929,0.5,0.077
10.0,7.0,7.0,2.0,0.077,0.843,0.003,0.077,1.0,0.912,0.5,0.097
10.0,7.0,7.0,3.0,0.075,0.845,0.005,0.075,1.0,0.889,0.5,0.125
10.0,7.0,7.0,4.0,0.073,0.846,0.009,0.073,1.0,0.857,0.5,0.167
10.0,7.0,7.0,5.0,0.069,0.847,0.015,0.069,1.0,0.812,0.5,0.231
10.0,7.0,7.0,6.0,0.063,0.845,0.028,0.063,1.0,0.75,0.5,0.333
10.0,7.0,7.0,7.0,0.056,0.833,0.056,0.056,1.0,0.667,0.5,0.5
10.0,7.0,7.0,8.0,0.045,0.795,0.114,0.045,1.0,0.571,0.5,0.75
10.0,7.0,7.0,9.0,0.035,0.698,0.233,0.035,1.0,0.5,0.5,1.0
10.0,7.0,7.0,10.0,0.024,0.476,0.476,0.024,1.0,0.5,0.5,1.0
10.0,7.0,8.0,0.0,0.075,0.795,0.001,0.13,1.0,0.939,0.75,0.062
10.0,7.0,8.0,1.0,0.074,0.796,0.001,0.129,1.0,0.925,0.75,0.077
10.0,7.0,8.0,2.0,0.072,0.797,0.002,0.129,1.0,0.906,0.75,0.097
10.0,7.0,8.0,3.0,0.07,0.798,0.004,0.128,1.0,0.88,0.75,0.125
10.0,7.0,8.0,4.0,0.067,0.8,0.006,0.126,1.0,0.842,0.75,0.167
10.0,7.0,8.0,5.0,0.063,0.802,0.011,0.124,1.0,0.786,0.75,0.231
10.0,7.0,8.0,6.0,0.056,0.802,0.021,0.12,1.0,0.7,0.75,0.333
10.0,7.0,8.0,7.0,0.045,0.795,0.045,0.114,1.0,0.571,0.75,0.5
10.0,7.0,8.0,8.0,0.031,0.765,0.102,0.102,1.0,0.4,0.75,0.75
10.0,7.0,8.0,9.0,0.017,0.674,0.225,0.084,1.0,0.25,0.75,1.0
10.0,7.0,8.0,10.0,0.012,0.465,0.465,0.058,1.0,0.25,0.75,1.0
10.0,7.0,9.0,0.0,0.066,0.7,0.001,0.233,1.0,0.938,1.0,0.062
10.0,7.0,9.0,1.0,0.065,0.701,0.001,0.234,1.0,0.923,1.0,0.077
10.0,7.0,9.0,2.0,0.063,0.701,0.002,0.234,1.0,0.903,1.0,0.097
10.0,7.0,9.0,3.0,0.061,0.702,0.002,0.234,1.0,0.875,1.0,0.125
10.0,7.0,9.0,4.0,0.059,0.703,0.004,0.234,1.0,0.833,1.0,0.167
10.0,7.0,9.0,5.0,0.054,0.704,0.008,0.235,1.0,0.769,1.0,0.231
10.0,7.0,9.0,6.0,0.047,0.703,0.016,0.234,1.0,0.667,1.0,0.333
10.0,7.0,9.0,7.0,0.035,0.698,0.035,0.233,1.0,0.5,1.0,0.5
10.0,7.0,9.0,8.0,0.017,0.674,0.084,0.225,1.0,0.25,1.0,0.75
10.0,7.0,9.0,9.0,0.0,0.6,0.2,0.2,0.0,0.0,1.0,1.0
10.0,7.0,9.0,10.0,0.0,0.429,0.429,0.143,0.0,0.0,1.0,1.0
10.0,7.0,10.0,0.0,0.045,0.477,0.0,0.477,1.0,0.938,1.0,0.062
10.0,7.0,10.0,1.0,0.044,0.478,0.001,0.478,1.0,0.923,1.0,0.077
10.0,7.0,10.0,2.0,0.043,0.478,0.001,0.478,1.0,0.903,1.0,0.097
10.0,7.0,10.0,3.0,0.042,0.478,0.002,0.478,1.0,0.875,1.0,0.125
10.0,7.0,10.0,4.0,0.04,0.479,0.003,0.479,1.0,0.833,1.0,0.167
10.0,7.0,10.0,5.0,0.037,0.479,0.005,0.479,1.0,0.769,1.0,0.231
10.0,7.0,10.0,6.0,0.032,0.479,0.011,0.479,1.0,0.667,1.0,0.333
10.0,7.0,10.0,7.0,0.024,0.476,0.024,0.476,1.0,0.5,1.0,0.5
10.0,7.0,10.0,8.0,0.012,0.465,0.058,0.465,1.0,0.25,1.0,0.75
10.0,7.0,10.0,9.0,0.0,0.429,0.143,0.429,0.0,0.0,1.0,1.0
10.0,7.0,10.0,10.0,-0.0,0.333,0.333,0.333,0.0,-0.0,1.0,1.0
10.0,8.0,0.0,0.0,0.14,0.847,0.006,0.006,1.0,0.989,0.022,0.022
10.0,8.0,0.0,1.0,0.139,0.846,0.009,0.006,1.0,0.988,0.022,0.027
10.0,8.0,0.0,2.0,0.139,0.844,0.012,0.005,1.0,0.986,0.022,0.034
10.0,8.0,0.0,3.0,0.138,0.842,0.016,0.004,1.0,0.985,0.022,0.045
10.0,8.0,0.0,4.0,0.137,0.837,0.023,0.003,1.0,0.984,0.022,0.062
10.0,8.0,0.0,5.0,0.136,0.829,0.032,0.002,1.0,0.982,0.022,0.091
10.0,8.0,0.0,6.0,0.133,0.817,0.048,0.002,1.0,0.981,0.022,0.143
10.0,8.0,0.0,7.0,0.13,0.795,0.075,0.001,1.0,0.98,0.022,0.25
10.0,8.0,0.0,8.0,0.123,0.754,0.123,0.0,1.0,0.979,0.022,0.5
10.0,8.0,0.0,9.0,0.109,0.668,0.223,0.0,1.0,0.978,0.022,1.0
10.0,8.0,0.0,10.0,0.075,0.462,0.462,0.0,1.0,0.978,0.022,1.0
10.0,8.0,1.0,0.0,0.139,0.846,0.006,0.009,1.0,0.988,0.027,0.022
10.0,8.0,1.0,1.0,0.139,0.845,0.008,0.008,1.0,0.986,0.027,0.027
10.0,8.0,1.0,2.0,0.138,0.844,0.011,0.007,1.0,0.985,0.027,0.034
10.0,8.0,1.0,3.0,0.138,0.841,0.015,0.006,1.0,0.983,0.027,0.045
10.0,8.0,1.0,4.0,0.137,0.837,0.021,0.005,1.0,0.981,0.027,0.063
10.0,8.0,1.0,5.0,0.135,0.83,0.031,0.004,1.0,0.979,0.027,0.091
10.0,8.0,1.0,6.0,0.133,0.818,0.047,0.002,1.0,0.977,0.027,0.143
10.0,8.0,1.0,7.0,0.129,0.796,0.074,0.001,1.0,0.975,0.027,0.25
10.0,8.0,1.0,8.0,0.122,0.754,0.122,0.001,1.0,0.974,0.027,0.5
10.0,8.0,1.0,9.0,0.108,0.668,0.223,0.0,1.0,0.973,0.027,1.0
10.0,8.0,1.0,10.0,0.075,0.462,0.462,0.0,1.0,0.973,0.027,1.0
10.0,8.0,2.0,0.0,0.139,0.844,0.005,0.012,1.0,0.986,0.034,0.022
10.0,8.0,2.0,1.0,0.138,0.844,0.007,0.011,1.0,0.985,0.034,0.027
10.0,8.0,2.0,2.0,0.138,0.843,0.01,0.01,1.0,0.982,0.034,0.034
10.0,8.0,2.0,3.0,0.137,0.841,0.014,0.008,1.0,0.98,0.034,0.045
10.0,8.0,2.0,4.0,0.136,0.837,0.02,0.007,1.0,0.977,0.034,0.062
10.0,8.0,2.0,5.0,0.135,0.831,0.029,0.005,1.0,0.974,0.034,0.091
10.0,8.0,2.0,6.0,0.133,0.819,0.045,0.004,1.0,0.971,0.034,0.143
10.0,8.0,2.0,7.0,0.129,0.797,0.072,0.002,1.0,0.969,0.034,0.25
10.0,8.0,2.0,8.0,0.122,0.755,0.122,0.001,1.0,0.967,0.034,0.5
10.0,8.0,2.0,9.0,0.108,0.669,0.223,0.001,1.0,0.966,0.034,1.0
10.0,8.0,2.0,10.0,0.074,0.463,0.463,0.0,1.0,0.966,0.034,1.0
10.0,8.0,3.0,0.0,0.138,0.842,0.004,0.016,1.0,0.985,0.045,0.022
10.0,8.0,3.0,1.0,0.138,0.841,0.006,0.015,1.0,0.983,0.045,0.027
10.0,8.0,3.0,2.0,0.137,0.841,0.008,0.014,1.0,0.98,0.045,0.034
10.0,8.0,3.0,3.0,0.137,0.839,0.012,0.012,1.0,0.977,0.045,0.045
10.0,8.0,3.0,4.0,0.136,0.837,0.018,0.01,1.0,0.973,0.045,0.062
10.0,8.0,3.0,5.0,0.134,0.831,0.027,0.008,1.0,0.969,0.045,0.091
10.0,8.0,3.0,6.0,0.132,0.82,0.043,0.006,1.0,0.964,0.045,0.143
10.0,8.0,3.0,7.0,0.128,0.798,0.07,0.004,1.0,0.96,0.045,0.25
10.0,8.0,3.0,8.0,0.121,0.757,0.121,0.002,1.0,0.957,0.045,0.5
10.0,8.0,3.0,9.0,0.107,0.669,0.223,0.001,1.0,0.955,0.045,1.0
10.0,8.0,3.0,10.0,0.074,0.463,0.463,0.001,1.0,0.955,0.045,1.0
10.0,8.0,4.0,0.0,0.137,0.837,0.003,0.023,1.0,0.984,0.062,0.022
10.0,8.0,4.0,1.0,0.137,0.837,0.005,0.021,1.0,0.981,0.062,0.027
10.0,8.0,4.0,2.0,0.136,0.837,0.007,0.02,1.0,0.977,0.062,0.034
10.0,8.0,4.0,3.0,0.136,0.837,0.01,0.018,1.0,0.973,0.062,0.045
10.0,8.0,4.0,4.0,0.135,0.835,0.015,0.015,1.0,0.968,0.062,0.063
10.0,8.0,4.0,5.0,0.133,0.83,0.024,0.013,1.0,0.962,0.062,0.091
10.0,8.0,4.0,6.0,0.131,0.82,0.04,0.009,1.0,0.955,0.062,0.143
10.0,8.0,4.0,7.0,0.126,0.8,0.067,0.006,1.0,0.947,0.062,0.25
10.0,8.0,4.0,8.0,0.119,0.759,0.119,0.003,1.0,0.941,0.062,0.5
10.0,8.0,4.0,9.0,0.105,0.67,0.223,0.001,1.0,0.938,0.062,1.0
10.0,8.0,4.0,10.0,0.072,0.463,0.463,0.001,1.0,0.938,0.062,1.0
10.0,8.0,5.0,0.0,0.136,0.829,0.002,0.032,1.0,0.982,0.091,0.022
10.0,8.0,5.0,1.0,0.135,0.83,0.004,0.031,1.0,0.979,0.091,0.027
10.0,8.0,5.0,2.0,0.135,0.831,0.005,0.029,1.0,0.974,0.091,0.034
10.0,8.0,5.0,3.0,0.134,0.831,0.008,0.027,1.0,0.969,0.091,0.045
10.0,8.0,5.0,4.0,0.133,0.83,0.013,0.024,1.0,0.962,0.091,0.062
10.0,8.0,5.0,5.0,0.131,0.827,0.021,0.021,1.0,0.952,0.091,0.091
10.0,8.0,5.0,6.0,0.129,0.82,0.035,0.016,1.0,0.941,0.091,0.143
10.0,8.0,5.0,7.0,0.124,0.802,0.063,0.011,1.0,0.929,0.091,0.25
10.0,8.0,5.0,8.0,0.116,0.761,0.116,0.006,1.0,0.917,0.091,0.5
10.0,8.0,5.0,9.0,0.102,0.672,0.224,0.003,1.0,0.909,0.091,1.0
10.0,8.0,5.0,10.0,0.07,0.464,0.464,0.002,1.0,0.909,0.091,1.0
10.0,8.0,6.0,0.0,0.133,0.817,0.002,0.048,1.0,0.981,0.143,0.022
10.0,8.0,6.0,1.0,0.133,0.818,0.002,0.047,1.0,0.977,0.143,0.027
10.0,8.0,6.0,2.0,0.133,0.819,0.004,0.045,1.0,0.971,0.143,0.034
10.0,8.0,6.0,3.0,0.132,0.82,0.006,0.043,1.0,0.964,0.143,0.045
10.0,8.0,6.0,4.0,0.131,0.82,0.009,0.04,1.0,0.955,0.143,0.062
10.0,8.0,6.0,5.0,0.129,0.82,0.016,0.035,1.0,0.941,0.143,0.091
10.0,8.0,6.0,6.0,0.126,0.816,0.029,0.029,1.0,0.923,0.143,0.143
10.0,8.0,6.0,7.0,0.12,0.802,0.056,0.021,1.0,0.9,0.143,0.25
10.0,8.0,6.0,8.0,0.111,0.764,0.111,0.013,1.0,0.875,0.143,0.5
10.0,8.0,6.0,9.0,0.096,0.673,0.224,0.006,1.0,0.857,0.143,1.0
10.0,8.0,6.0,10.0,0.066,0.465,0.465,0.004,1.0,0.857,0.143,1.0
10.0,8.0,7.0,0.0,0.13,0.795,0.001,0.075,1.0,0.98,0.25,0.022
10.0,8.0,7.0,1.0,0.129,0.796,0.001,0.074,1.0,0.975,0.25,0.027
10.0,8.0,7.0,2.0,0.129,0.797,0.002,0.072,1.0,0.969,0.25,0.034
10.0,8.0,7.0,3.0,0.128,0.798,0.004,0.07,1.0,0.96,0.25,0.045
10.0,8.0,7.0,4.0,0.126,0.8,0.006,0.067,1.0,0.947,0.25,0.062
10.0,8.0,7.0,5.0,0.124,0.802,0.011,0.063,1.0,0.929,0.25,0.091
10.0,8.0,7.0,6.0,0.12,0.802,0.021,0.056,1.0,0.9,0.25,0.143
10.0,8.0,7.0,7.0,0.114,0.795,0.045,0.045,1.0,0.857,0.25,0.25
10.0,8.0,7.0,8.0,0.102,0.765,0.102,0.031,1.0,0.8,0.25,0.5
10.0,8.0,7.0,9.0,0.084,0.674,0.225,0.017,1.0,0.75,0.25,1.0
10.0,8.0,7.0,10.0,0.058,0.465,0.465,0.012,1.0,0.75,0.25,1.0
10.0,8.0,8.0,0.0,0.123,0.754,0.0,0.123,1.0,0.979,0.5,0.022
10.0,8.0,8.0,1.0,0.122,0.754,0.001,0.122,1.0,0.974,0.5,0.027
10.0,8.0,8.0,2.0,0.122,0.755,0.001,0.122,1.0,0.967,0.5,0.034
10.0,8.0,8.0,3.0,0.121,0.757,0.002,0.121,1.0,0.957,0.5,0.045
10.0,8.0,8.0,4.0,0.119,0.759,0.003,0.119,1.0,0.941,0.5,0.062
10.0,8.0,8.0,5.0,0.116,0.761,0.006,0.116,1.0,0.917,0.5,0.091
10.0,8.0,8.0,6.0,0.111,0.764,0.013,0.111,1.0,0.875,0.5,0.143
10.0,8.0,8.0,7.0,0.102,0.765,0.031,0.102,1.0,0.8,0.5,0.25
10.0,8.0,8.0,8.0,0.083,0.75,0.083,0.083,1.0,0.667,0.5,0.5
10.0,8.0,8.0,9.0,0.056,0.667,0.222,0.056,1.0,0.5,0.5,1.0
10.0,8.0,8.0,10.0,0.038,0.462,0.462,0.038,1.0,0.5,0.5,1.0
10.0,8.0,9.0,0.0,0.109,0.668,0.0,0.223,1.0,0.978,1.0,0.022
10.0,8.0,9.0,1.0,0.108,0.668,0.0,0.223,1.0,0.973,1.0,0.027
10.0,8.0,9.0,2.0,0.108,0.669,0.001,0.223,1.0,0.966,1.0,0.034
10.0,8.0,9.0,3.0,0.107,0.669,0.001,0.223,1.0,0.955,1.0,0.045
10.0,8.0,9.0,4.0,0.105,0.67,0.001,0.223,1.0,0.938,1.0,0.062
10.0,8.0,9.0,5.0,0.102,0.672,0.003,0.224,1.0,0.909,1.0,0.091
10.0,8.0,9.0,6.0,0.096,0.673,0.006,0.224,1.0,0.857,1.0,0.143
10.0,8.0,9.0,7.0,0.084,0.674,0.017,0.225,1.0,0.75,1.0,0.25
10.0,8.0,9.0,8.0,0.056,0.667,0.056,0.222,1.0,0.5,1.0,0.5
10.0,8.0,9.0,9.0,0.0,0.6,0.2,0.2,0.0,0.0,1.0,1.0
10.0,8.0,9.0,10.0,0.0,0.429,0.429,0.143,0.0,0.0,1.0,1.0
10.0,8.0,10.0,0.0,0.075,0.462,0.0,0.462,1.0,0.978,1.0,0.022
10.0,8.0,10.0,1.0,0.075,0.462,0.0,0.462,1.0,0.973,1.0,0.027
10.0,8.0,10.0,2.0,0.074,0.463,0.0,0.463,1.0,0.966,1.0,0.034
10.0,8.0,10.0,3.0,0.074,0.463,0.001,0.463,1.0,0.955,1.0,0.045
10.0,8.0,10.0,4.0,0.072,0.463,0.001,0.463,1.0,0.938,1.0,0.062
10.0,8.0,10.0,5.0,0.07,0.464,0.002,0.464,1.0,0.909,1.0,0.091
10.0,8.0,10.0,6.0,0.066,0.465,0.004,0.465,1.0,0.857,1.0,0.143
10.0,8.0,10.0,7.0,0.058,0.465,0.012,0.465,1.0,0.75,1.0,0.25
10.0,8.0,10.0,8.0,0.038,0.462,0.038,0.462,1.0,0.5,1.0,0.5
10.0,8.0,10.0,9.0,0.0,0.429,0.143,0.429,0.0,0.0,1.0,1.0
10.0,8.0,10.0,10.0,-0.0,0.333,0.333,0.333,0.0,-0.0,1.0,1.0
10.0,9.0,0.0,0.0,0.247,0.742,0.006,0.006,1.0,1.0,0.0,0.0
10.0,9.0,0.0,1.0,0.247,0.741,0.007,0.005,1.0,1.0,0.0,0.0
