Suit_1,Suit_2,Suit_3,Suit_4,Pr_suit_1,Pr_suit_2,Pr_suit_3,Pr_suit_4,Pr_10_1,Pr_10_2,Pr_10_3,Pr_10_4
8.0,3.0,3.0,1.0,0.095,0.765,0.046,0.095,0.983,0.731,0.512,0.379
8.0,3.0,3.0,2.0,0.09,0.758,0.062,0.09,0.98,0.7,0.512,0.44
8.0,3.0,3.0,3.0,0.085,0.746,0.085,0.085,0.977,0.667,0.512,0.512
8.0,3.0,3.0,4.0,0.079,0.726,0.117,0.079,0.973,0.632,0.512,0.595
8.0,3.0,3.0,5.0,0.071,0.694,0.164,0.071,0.969,0.596,0.512,0.688
8.0,3.0,3.0,6.0,0.063,0.644,0.231,0.063,0.964,0.562,0.512,0.786
8.0,3.0,3.0,7.0,0.053,0.569,0.326,0.053,0.96,0.533,0.512,0.88
8.0,3.0,3.0,8.0,0.041,0.459,0.459,0.041,0.957,0.512,0.512,0.957
8.0,3.0,4.0,0.0,0.093,0.744,0.031,0.132,0.984,0.741,0.595,0.328
8.0,3.0,4.0,1.0,0.089,0.741,0.042,0.128,0.981,0.708,0.595,0.379
8.0,3.0,4.0,2.0,0.084,0.736,0.057,0.123,0.977,0.672,0.595,0.44
8.0,3.0,4.0,3.0,0.079,0.726,0.079,0.117,0.973,0.632,0.595,0.512
8.0,3.0,4.0,4.0,0.072,0.708,0.11,0.11,0.968,0.588,0.595,0.595
8.0,3.0,4.0,5.0,0.064,0.679,0.156,0.101,0.962,0.543,0.595,0.688
8.0,3.0,4.0,6.0,0.055,0.632,0.223,0.09,0.955,0.5,0.595,0.786
8.0,3.0,4.0,7.0,0.045,0.559,0.318,0.077,0.947,0.462,0.595,0.88
8.0,3.0,4.0,8.0,0.035,0.453,0.453,0.06,0.941,0.432,0.595,0.957
8.0,3.0,5.0,0.0,0.087,0.708,0.027,0.178,0.982,0.724,0.687,0.328
8.0,3.0,5.0,1.0,0.083,0.706,0.037,0.175,0.979,0.687,0.687,0.379
8.0,3.0,5.0,2.0,0.077,0.702,0.051,0.17,0.974,0.644,0.687,0.44
8.0,3.0,5.0,3.0,0.071,0.694,0.071,0.164,0.969,0.596,0.688,0.512
8.0,3.0,5.0,4.0,0.064,0.679,0.101,0.156,0.962,0.543,0.688,0.595
8.0,3.0,5.0,5.0,0.056,0.653,0.146,0.146,0.952,0.488,0.687,0.687
8.0,3.0,5.0,6.0,0.047,0.61,0.211,0.132,0.941,0.432,0.688,0.786
8.0,3.0,5.0,7.0,0.037,0.542,0.306,0.114,0.929,0.382,0.688,0.88
8.0,3.0,5.0,8.0,0.028,0.441,0.441,0.091,0.917,0.344,0.688,0.957
8.0,3.0,6.0,0.0,0.079,0.654,0.023,0.244,0.981,0.708,0.786,0.328
8.0,3.0,6.0,1.0,0.074,0.653,0.032,0.241,0.977,0.667,0.786,0.379
8.0,3.0,6.0,2.0,0.069,0.65,0.044,0.236,0.971,0.618,0.786,0.44
8.0,3.0,6.0,3.0,0.063,0.644,0.063,0.231,0.964,0.562,0.786,0.512
8.0,3.0,6.0,4.0,0.055,0.632,0.09,0.223,0.955,0.5,0.786,0.595
8.0,3.0,6.0,5.0,0.047,0.61,0.132,0.211,0.941,0.432,0.786,0.688
8.0,3.0,6.0,6.0,0.038,0.573,0.195,0.195,0.923,0.364,0.786,0.786
8.0,3.0,6.0,7.0,0.029,0.513,0.287,0.171,0.9,0.3,0.786,0.88
8.0,3.0,6.0,8.0,0.02,0.421,0.421,0.138,0.875,0.25,0.786,0.957
8.0,3.0,7.0,0.0,0.068,0.577,0.019,0.336,0.98,0.696,0.88,0.328
8.0,3.0,7.0,1.0,0.064,0.576,0.026,0.334,0.975,0.65,0.88,0.379
8.0,3.0,7.0,2.0,0.059,0.574,0.037,0.331,0.969,0.596,0.88,0.44
8.0,3.0,7.0,3.0,0.053,0.569,0.053,0.326,0.96,0.533,0.88,0.512
8.0,3.0,7.0,4.0,0.045,0.559,0.077,0.318,0.947,0.462,0.88,0.595
8.0,3.0,7.0,5.0,0.037,0.542,0.114,0.306,0.929,0.382,0.88,0.688
8.0,3.0,7.0,6.0,0.029,0.513,0.171,0.287,0.9,0.3,0.88,0.786
8.0,3.0,7.0,7.0,0.02,0.464,0.258,0.258,0.857,0.222,0.88,0.88
8.0,3.0,7.0,8.0,0.013,0.387,0.387,0.214,0.8,0.16,0.88,0.957
8.0,3.0,8.0,0.0,0.054,0.466,0.015,0.466,0.979,0.687,0.957,0.328
8.0,3.0,8.0,1.0,0.051,0.465,0.02,0.465,0.974,0.638,0.957,0.379
8.0,3.0,8.0,2.0,0.046,0.463,0.028,0.463,0.967,0.58,0.957,0.44
8.0,3.0,8.0,3.0,0.041,0.459,0.041,0.459,0.957,0.512,0.957,0.512
8.0,3.0,8.0,4.0,0.035,0.453,0.06,0.453,0.941,0.432,0.957,0.595
8.0,3.0,8.0,5.0,0.028,0.441,0.091,0.441,0.917,0.344,0.957,0.688
8.0,3.0,8.0,6.0,0.02,0.421,0.138,0.421,0.875,0.25,0.957,0.786
8.0,3.0,8.0,7.0,0.013,0.387,0.214,0.387,0.8,0.16,0.957,0.88
8.0,3.0,8.0,8.0,0.007,0.331,0.331,0.331,0.667,0.087,0.957,0.957
8.0,4.0,0.0,0.0,0.144,0.774,0.041,0.041,0.989,0.857,0.262,0.262
8.0,4.0,0.0,1.0,0.141,0.768,0.053,0.038,0.988,0.844,0.262,0.308
8.0,4.0,0.0,2.0,0.137,0.759,0.07,0.034,0.986,0.83,0.262,0.364
8.0,4.0,0.0,3.0,0.132,0.744,0.093,0.031,0.985,0.815,0.262,0.432
8.0,4.0,0.0,4.0,0.126,0.721,0.126,0.027,0.984,0.8,0.262,0.516
8.0,4.0,0.0,5.0,0.118,0.688,0.171,0.023,0.982,0.786,0.262,0.615
8.0,4.0,0.0,6.0,0.108,0.637,0.236,0.019,0.981,0.773,0.262,0.727
8.0,4.0,0.0,7.0,0.094,0.563,0.327,0.015,0.98,0.762,0.262,0.842
8.0,4.0,0.0,8.0,0.075,0.457,0.457,0.012,0.979,0.754,0.262,0.941
8.0,4.0,1.0,0.0,0.141,0.768,0.038,0.053,0.988,0.844,0.308,0.262
8.0,4.0,1.0,1.0,0.137,0.763,0.05,0.05,0.986,0.828,0.308,0.308
8.0,4.0,1.0,2.0,0.133,0.755,0.066,0.046,0.985,0.81,0.308,0.364
8.0,4.0,1.0,3.0,0.128,0.741,0.089,0.042,0.983,0.792,0.308,0.432
8.0,4.0,1.0,4.0,0.122,0.72,0.122,0.037,0.981,0.773,0.308,0.516
8.0,4.0,1.0,5.0,0.113,0.687,0.167,0.032,0.979,0.754,0.308,0.615
8.0,4.0,1.0,6.0,0.103,0.637,0.233,0.027,0.977,0.737,0.308,0.727
8.0,4.0,1.0,7.0,0.089,0.563,0.326,0.022,0.975,0.722,0.308,0.842
8.0,4.0,1.0,8.0,0.071,0.456,0.456,0.016,0.974,0.712,0.308,0.941
8.0,4.0,2.0,0.0,0.137,0.759,0.034,0.07,0.986,0.83,0.364,0.262
8.0,4.0,2.0,1.0,0.133,0.755,0.046,0.066,0.985,0.81,0.364,0.308
8.0,4.0,2.0,2.0,0.129,0.748,0.062,0.062,0.982,0.789,0.364,0.364
8.0,4.0,2.0,3.0,0.123,0.736,0.084,0.057,0.98,0.766,0.364,0.432
8.0,4.0,2.0,4.0,0.116,0.716,0.116,0.051,0.977,0.741,0.364,0.516
8.0,4.0,2.0,5.0,0.108,0.685,0.162,0.045,0.974,0.717,0.364,0.615
8.0,4.0,2.0,6.0,0.097,0.636,0.228,0.038,0.971,0.694,0.364,0.727
8.0,4.0,2.0,7.0,0.084,0.562,0.323,0.031,0.969,0.674,0.364,0.842
8.0,4.0,2.0,8.0,0.066,0.455,0.455,0.023,0.967,0.659,0.364,0.941
8.0,4.0,3.0,0.0,0.132,0.744,0.031,0.093,0.985,0.815,0.432,0.262
8.0,4.0,3.0,1.0,0.128,0.741,0.042,0.089,0.983,0.792,0.432,0.308
8.0,4.0,3.0,2.0,0.123,0.736,0.057,0.084,0.98,0.766,0.432,0.364
8.0,4.0,3.0,3.0,0.117,0.726,0.079,0.079,0.977,0.737,0.432,0.432
8.0,4.0,3.0,4.0,0.11,0.708,0.11,0.072,0.973,0.706,0.432,0.516
8.0,4.0,3.0,5.0,0.101,0.679,0.156,0.064,0.969,0.674,0.432,0.615
8.0,4.0,3.0,6.0,0.09,0.632,0.223,0.055,0.964,0.643,0.432,0.727
8.0,4.0,3.0,7.0,0.077,0.559,0.318,0.045,0.96,0.615,0.432,0.842
8.0,4.0,3.0,8.0,0.06,0.453,0.453,0.035,0.957,0.595,0.432,0.941
8.0,4.0,4.0,0.0,0.126,0.721,0.027,0.126,0.984,0.8,0.516,0.262
8.0,4.0,4.0,1.0,0.122,0.72,0.037,0.122,0.981,0.773,0.516,0.308
8.0,4.0,4.0,2.0,0.116,0.716,0.051,0.116,0.977,0.741,0.516,0.364
8.0,4.0,4.0,3.0,0.11,0.708,0.072,0.11,0.973,0.706,0.516,0.432
8.0,4.0,4.0,4.0,0.102,0.693,0.102,0.102,0.968,0.667,0.516,0.516
8.0,4.0,4.0,5.0,0.093,0.667,0.148,0.093,0.962,0.625,0.516,0.615
8.0,4.0,4.0,6.0,0.082,0.623,0.214,0.082,0.955,0.583,0.516,0.727
8.0,4.0,4.0,7.0,0.068,0.552,0.311,0.068,0.947,0.545,0.516,0.842
8.0,4.0,4.0,8.0,0.053,0.447,0.447,0.053,0.941,0.516,0.516,0.941
8.0,4.0,5.0,0.0,0.118,0.688,0.023,0.171,0.982,0.786,0.615,0.262
8.0,4.0,5.0,1.0,0.113,0.687,0.032,0.167,0.979,0.754,0.615,0.308
8.0,4.0,5.0,2.0,0.108,0.685,0.045,0.162,0.974,0.717,0.615,0.364
8.0,4.0,5.0,3.0,0.101,0.679,0.064,0.156,0.969,0.674,0.615,0.432
8.0,4.0,5.0,4.0,0.093,0.667,0.093,0.148,0.962,0.625,0.615,0.516
8.0,4.0,5.0,5.0,0.083,0.644,0.137,0.137,0.952,0.571,0.615,0.615
8.0,4.0,5.0,6.0,0.071,0.604,0.203,0.122,0.941,0.516,0.615,0.727
8.0,4.0,5.0,7.0,0.058,0.538,0.3,0.104,0.929,0.464,0.615,0.842
8.0,4.0,5.0,8.0,0.043,0.438,0.438,0.082,0.917,0.423,0.615,0.941
8.0,4.0,6.0,0.0,0.108,0.637,0.019,0.236,0.981,0.773,0.727,0.262
8.0,4.0,6.0,1.0,0.103,0.637,0.027,0.233,0.977,0.737,0.727,0.308
8.0,4.0,6.0,2.0,0.097,0.636,0.038,0.228,0.971,0.694,0.727,0.364
8.0,4.0,6.0,3.0,0.09,0.632,0.055,0.223,0.964,0.643,0.727,0.432
8.0,4.0,6.0,4.0,0.082,0.623,0.082,0.214,0.955,0.583,0.727,0.516
8.0,4.0,6.0,5.0,0.071,0.604,0.122,0.203,0.941,0.516,0.727,0.615
8.0,4.0,6.0,6.0,0.059,0.57,0.186,0.186,0.923,0.444,0.727,0.727
8.0,4.0,6.0,7.0,0.046,0.511,0.281,0.162,0.9,0.375,0.727,0.842
8.0,4.0,6.0,8.0,0.033,0.419,0.419,0.129,0.875,0.318,0.727,0.941
8.0,4.0,7.0,0.0,0.094,0.563,0.015,0.327,0.98,0.762,0.842,0.262
8.0,4.0,7.0,1.0,0.089,0.563,0.022,0.326,0.975,0.722,0.842,0.308
8.0,4.0,7.0,2.0,0.084,0.562,0.031,0.323,0.969,0.674,0.842,0.364
8.0,4.0,7.0,3.0,0.077,0.559,0.045,0.318,0.96,0.615,0.842,0.432
8.0,4.0,7.0,4.0,0.068,0.552,0.068,0.311,0.947,0.545,0.842,0.516
8.0,4.0,7.0,5.0,0.058,0.538,0.104,0.3,0.929,0.464,0.842,0.615
8.0,4.0,7.0,6.0,0.046,0.511,0.162,0.281,0.9,0.375,0.842,0.727
8.0,4.0,7.0,7.0,0.033,0.464,0.252,0.252,0.857,0.286,0.842,0.842
8.0,4.0,7.0,8.0,0.022,0.386,0.386,0.207,0.8,0.211,0.842,0.941
8.0,4.0,8.0,0.0,0.075,0.457,0.012,0.457,0.979,0.754,0.941,0.262
8.0,4.0,8.0,1.0,0.071,0.456,0.016,0.456,0.974,0.712,0.941,0.308
8.0,4.0,8.0,2.0,0.066,0.455,0.023,0.455,0.967,0.659,0.941,0.364
8.0,4.0,8.0,3.0,0.06,0.453,0.035,0.453,0.957,0.595,0.941,0.432
8.0,4.0,8.0,4.0,0.053,0.447,0.053,0.447,0.941,0.516,0.941,0.516
8.0,4.0,8.0,5.0,0.043,0.438,0.082,0.437,0.917,0.423,0.941,0.615
8.0,4.0,8.0,6.0,0.033,0.419,0.129,0.419,0.875,0.318,0.941,0.727
8.0,4.0,8.0,7.0,0.022,0.386,0.207,0.386,0.8,0.211,0.941,0.842
8.0,4.0,8.0,8.0,0.012,0.329,0.329,0.329,0.667,0.118,0.941,0.941
8.0,5.0,0.0,0.0,0.191,0.734,0.037,0.037,0.989,0.9,0.196,0.196
8.0,5.0,0.0,1.0,0.188,0.729,0.049,0.034,0.988,0.89,0.196,0.234
8.0,5.0,0.0,2.0,0.184,0.721,0.065,0.031,0.986,0.88,0.196,0.282
8.0,5.0,0.0,3.0,0.178,0.708,0.087,0.027,0.985,0.868,0.196,0.344
8.0,5.0,0.0,4.0,0.171,0.688,0.118,0.023,0.984,0.857,0.196,0.423
8.0,5.0,0.0,5.0,0.162,0.657,0.162,0.019,0.982,0.846,0.196,0.524
8.0,5.0,0.0,6.0,0.149,0.611,0.224,0.015,0.981,0.836,0.196,0.647
8.0,5.0,0.0,7.0,0.131,0.543,0.314,0.012,0.98,0.828,0.196,0.786
8.0,5.0,0.0,8.0,0.106,0.443,0.443,0.009,0.979,0.821,0.196,0.917
8.0,5.0,1.0,0.0,0.188,0.729,0.034,0.049,0.988,0.89,0.234,0.196
8.0,5.0,1.0,1.0,0.184,0.725,0.045,0.045,0.986,0.878,0.234,0.234
8.0,5.0,1.0,2.0,0.18,0.718,0.061,0.041,0.985,0.865,0.234,0.282
8.0,5.0,1.0,3.0,0.175,0.706,0.083,0.037,0.983,0.851,0.234,0.344
8.0,5.0,1.0,4.0,0.167,0.687,0.113,0.032,0.981,0.836,0.234,0.423
8.0,5.0,1.0,5.0,0.158,0.658,0.158,0.027,0.979,0.821,0.234,0.524
8.0,5.0,1.0,6.0,0.145,0.612,0.221,0.022,0.977,0.808,0.234,0.647
8.0,5.0,1.0,7.0,0.127,0.544,0.313,0.017,0.975,0.796,0.234,0.786
8.0,5.0,1.0,8.0,0.102,0.443,0.443,0.012,0.974,0.787,0.234,0.917
8.0,5.0,2.0,0.0,0.184,0.721,0.031,0.065,0.986,0.88,0.282,0.196
8.0,5.0,2.0,1.0,0.18,0.718,0.041,0.061,0.985,0.865,0.282,0.234
8.0,5.0,2.0,2.0,0.176,0.712,0.056,0.056,0.982,0.848,0.282,0.282
8.0,5.0,2.0,3.0,0.17,0.702,0.077,0.051,0.98,0.831,0.282,0.344
8.0,5.0,2.0,4.0,0.162,0.685,0.108,0.045,0.977,0.811,0.282,0.423
8.0,5.0,2.0,5.0,0.152,0.657,0.152,0.038,0.974,0.792,0.282,0.524
8.0,5.0,2.0,6.0,0.139,0.612,0.217,0.032,0.971,0.773,0.282,0.647
8.0,5.0,2.0,7.0,0.121,0.544,0.31,0.025,0.969,0.756,0.282,0.786
8.0,5.0,2.0,8.0,0.097,0.442,0.442,0.018,0.967,0.744,0.282,0.917
8.0,5.0,3.0,0.0,0.178,0.708,0.027,0.087,0.985,0.868,0.344,0.196
8.0,5.0,3.0,1.0,0.175,0.706,0.037,0.083,0.983,0.851,0.344,0.234
8.0,5.0,3.0,2.0,0.17,0.702,0.051,0.077,0.98,0.831,0.344,0.282
8.0,5.0,3.0,3.0,0.164,0.694,0.071,0.071,0.977,0.808,0.344,0.344
8.0,5.0,3.0,4.0,0.156,0.679,0.101,0.064,0.973,0.783,0.344,0.423
8.0,5.0,3.0,5.0,0.146,0.653,0.146,0.056,0.969,0.756,0.344,0.524
8.0,5.0,3.0,6.0,0.132,0.61,0.211,0.047,0.964,0.73,0.344,0.647
8.0,5.0,3.0,7.0,0.114,0.542,0.306,0.037,0.96,0.706,0.344,0.786
8.0,5.0,3.0,8.0,0.091,0.441,0.441,0.028,0.957,0.687,0.344,0.917
8.0,5.0,4.0,0.0,0.171,0.688,0.023,0.118,0.984,0.857,0.423,0.196
8.0,5.0,4.0,1.0,0.167,0.687,0.032,0.113,0.981,0.836,0.423,0.234
8.0,5.0,4.0,2.0,0.162,0.685,0.045,0.108,0.977,0.811,0.423,0.282
8.0,5.0,4.0,3.0,0.156,0.679,0.064,0.101,0.973,0.783,0.423,0.344
8.0,5.0,4.0,4.0,0.148,0.667,0.093,0.093,0.968,0.75,0.423,0.423
8.0,5.0,4.0,5.0,0.137,0.644,0.137,0.083,0.962,0.714,0.423,0.524
8.0,5.0,4.0,6.0,0.122,0.604,0.203,0.071,0.955,0.677,0.423,0.647
8.0,5.0,4.0,7.0,0.104,0.538,0.3,0.058,0.947,0.643,0.423,0.786
8.0,5.0,4.0,8.0,0.082,0.438,0.438,0.043,0.941,0.615,0.423,0.917
8.0,5.0,5.0,0.0,0.162,0.657,0.019,0.162,0.982,0.846,0.524,0.196
8.0,5.0,5.0,1.0,0.158,0.658,0.027,0.158,0.979,0.821,0.524,0.234
8.0,5.0,5.0,2.0,0.152,0.657,0.038,0.152,0.974,0.792,0.524,0.282
8.0,5.0,5.0,3.0,0.146,0.653,0.056,0.146,0.969,0.756,0.524,0.344
8.0,5.0,5.0,4.0,0.137,0.644,0.083,0.137,0.962,0.714,0.524,0.423
8.0,5.0,5.0,5.0,0.125,0.625,0.125,0.125,0.952,0.667,0.524,0.524
8.0,5.0,5.0,6.0,0.11,0.589,0.19,0.11,0.941,0.615,0.524,0.647
8.0,5.0,5.0,7.0,0.092,0.528,0.289,0.092,0.929,0.565,0.524,0.786
8.0,5.0,5.0,8.0,0.07,0.43,0.43,0.07,0.917,0.524,0.524,0.917
8.0,5.0,6.0,0.0,0.149,0.611,0.015,0.224,0.981,0.836,0.647,0.196
8.0,5.0,6.0,1.0,0.145,0.612,0.022,0.221,0.977,0.808,0.647,0.234
8.0,5.0,6.0,2.0,0.139,0.612,0.032,0.217,0.971,0.773,0.647,0.282
8.0,5.0,6.0,3.0,0.132,0.61,0.047,0.211,0.964,0.73,0.647,0.344
8.0,5.0,6.0,4.0,0.122,0.604,0.071,0.203,0.955,0.677,0.647,0.423
8.0,5.0,6.0,5.0,0.11,0.589,0.11,0.19,0.941,0.615,0.647,0.524
8.0,5.0,6.0,6.0,0.094,0.56,0.173,0.173,0.923,0.545,0.647,0.647
8.0,5.0,6.0,7.0,0.076,0.505,0.271,0.149,0.9,0.474,0.647,0.786
8.0,5.0,6.0,8.0,0.056,0.414,0.414,0.117,0.875,0.412,0.647,0.917
8.0,5.0,7.0,0.0,0.131,0.543,0.012,0.314,0.98,0.828,0.786,0.196
8.0,5.0,7.0,1.0,0.127,0.544,0.017,0.313,0.975,0.796,0.786,0.234
8.0,5.0,7.0,2.0,0.121,0.544,0.025,0.31,0.969,0.756,0.786,0.282
8.0,5.0,7.0,3.0,0.114,0.542,0.037,0.306,0.96,0.706,0.786,0.344
8.0,5.0,7.0,4.0,0.104,0.538,0.058,0.3,0.947,0.643,0.786,0.423
8.0,5.0,7.0,5.0,0.092,0.528,0.092,0.289,0.929,0.565,0.786,0.524
8.0,5.0,7.0,6.0,0.076,0.505,0.149,0.271,0.9,0.474,0.786,0.647
8.0,5.0,7.0,7.0,0.057,0.46,0.241,0.241,0.857,0.375,0.786,0.786
8.0,5.0,7.0,8.0,0.039,0.382,0.382,0.197,0.8,0.286,0.786,0.917
8.0,5.0,8.0,0.0,0.106,0.443,0.009,0.443,0.979,0.821,0.917,0.196
8.0,5.0,8.0,1.0,0.102,0.443,0.012,0.443,0.974,0.787,0.917,0.234
8.0,5.0,8.0,2.0,0.097,0.442,0.018,0.442,0.967,0.744,0.917,0.282
8.0,5.0,8.0,3.0,0.091,0.441,0.028,0.441,0.957,0.687,0.917,0.344
8.0,5.0,8.0,4.0,0.082,0.437,0.043,0.437,0.941,0.615,0.917,0.423
8.0,5.0,8.0,5.0,0.07,0.43,0.07,0.43,0.917,0.524,0.917,0.524
8.0,5.0,8.0,6.0,0.056,0.414,0.117,0.414,0.875,0.412,0.917,0.647
8.0,5.0,8.0,7.0,0.039,0.382,0.197,0.382,0.8,0.286,0.917,0.786
8.0,5.0,8.0,8.0,0.023,0.326,0.326,0.326,0.667,0.167,0.917,0.917
8.0,6.0,0.0,0.0,0.257,0.677,0.033,0.033,0.989,0.938,0.135,0.135
8.0,6.0,0.0,1.0,0.254,0.672,0.044,0.03,0.988,0.931,0.135,0.163
8.0,6.0,0.0,2.0,0.249,0.665,0.058,0.027,0.986,0.924,0.135,0.2
8.0,6.0,0.0,3.0,0.244,0.654,0.079,0.023,0.985,0.917,0.135,0.25
8.0,6.0,0.0,4.0,0.236,0.637,0.108,0.019,0.984,0.909,0.135,0.318
8.0,6.0,0.0,5.0,0.224,0.611,0.149,0.015,0.982,0.902,0.135,0.412
8.0,6.0,0.0,6.0,0.208,0.571,0.208,0.012,0.981,0.895,0.135,0.538
8.0,6.0,0.0,7.0,0.185,0.511,0.295,0.009,0.98,0.889,0.135,0.7
8.0,6.0,0.0,8.0,0.152,0.421,0.421,0.006,0.979,0.885,0.135,0.875
8.0,6.0,1.0,0.0,0.254,0.672,0.03,0.044,0.988,0.931,0.163,0.135
8.0,6.0,1.0,1.0,0.25,0.669,0.04,0.04,0.986,0.923,0.163,0.163
8.0,6.0,1.0,2.0,0.246,0.663,0.054,0.036,0.985,0.914,0.163,0.2
8.0,6.0,1.0,3.0,0.241,0.653,0.074,0.032,0.983,0.905,0.163,0.25
8.0,6.0,1.0,4.0,0.233,0.637,0.103,0.027,0.981,0.895,0.163,0.318
8.0,6.0,1.0,5.0,0.221,0.612,0.145,0.022,0.979,0.885,0.163,0.412
8.0,6.0,1.0,6.0,0.205,0.573,0.205,0.017,0.977,0.875,0.163,0.538
8.0,6.0,1.0,7.0,0.182,0.512,0.294,0.012,0.975,0.867,0.163,0.7
8.0,6.0,1.0,8.0,0.149,0.421,0.421,0.009,0.974,0.86,0.163,0.875
8.0,6.0,2.0,0.0,0.249,0.665,0.027,0.058,0.986,0.924,0.2,0.135
8.0,6.0,2.0,1.0,0.246,0.663,0.036,0.054,0.985,0.914,0.2,0.163
8.0,6.0,2.0,2.0,0.242,0.659,0.05,0.05,0.982,0.903,0.2,0.2
8.0,6.0,2.0,3.0,0.236,0.65,0.069,0.044,0.98,0.891,0.2,0.25
8.0,6.0,2.0,4.0,0.228,0.636,0.097,0.038,0.977,0.878,0.2,0.318
8.0,6.0,2.0,5.0,0.217,0.612,0.139,0.032,0.974,0.864,0.2,0.412
8.0,6.0,2.0,6.0,0.201,0.574,0.201,0.025,0.971,0.85,0.2,0.538
8.0,6.0,2.0,7.0,0.177,0.513,0.291,0.018,0.969,0.838,0.2,0.7
8.0,6.0,2.0,8.0,0.144,0.421,0.421,0.013,0.967,0.829,0.2,0.875
8.0,6.0,3.0,0.0,0.244,0.654,0.023,0.079,0.985,0.917,0.25,0.135
8.0,6.0,3.0,1.0,0.241,0.653,0.032,0.074,0.983,0.905,0.25,0.163
8.0,6.0,3.0,2.0,0.236,0.65,0.044,0.069,0.98,0.891,0.25,0.2
8.0,6.0,3.0,3.0,0.231,0.644,0.063,0.063,0.977,0.875,0.25,0.25
8.0,6.0,3.0,4.0,0.223,0.632,0.09,0.055,0.973,0.857,0.25,0.318
8.0,6.0,3.0,5.0,0.211,0.61,0.132,0.047,0.969,0.838,0.25,0.412
8.0,6.0,3.0,6.0,0.195,0.573,0.195,0.038,0.964,0.818,0.25,0.538
8.0,6.0,3.0,7.0,0.171,0.513,0.287,0.029,0.96,0.8,0.25,0.7
8.0,6.0,3.0,8.0,0.138,0.421,0.421,0.02,0.957,0.786,0.25,0.875
8.0,6.0,4.0,0.0,0.236,0.637,0.019,0.108,0.984,0.909,0.318,0.135
8.0,6.0,4.0,1.0,0.233,0.637,0.027,0.103,0.981,0.895,0.318,0.163
8.0,6.0,4.0,2.0,0.228,0.636,0.038,0.097,0.977,0.878,0.318,0.2
8.0,6.0,4.0,3.0,0.223,0.632,0.055,0.09,0.973,0.857,0.318,0.25
8.0,6.0,4.0,4.0,0.214,0.623,0.082,0.082,0.968,0.833,0.318,0.318
8.0,6.0,4.0,5.0,0.203,0.604,0.122,0.071,0.962,0.806,0.318,0.412
8.0,6.0,4.0,6.0,0.186,0.57,0.186,0.059,0.955,0.778,0.318,0.538
8.0,6.0,4.0,7.0,0.162,0.511,0.281,0.046,0.947,0.75,0.318,0.7
8.0,6.0,4.0,8.0,0.129,0.419,0.419,0.033,0.941,0.727,0.318,0.875
8.0,6.0,5.0,0.0,0.224,0.611,0.015,0.149,0.982,0.902,0.412,0.135
8.0,6.0,5.0,1.0,0.221,0.612,0.022,0.145,0.979,0.885,0.412,0.163
8.0,6.0,5.0,2.0,0.217,0.612,0.032,0.139,0.974,0.864,0.412,0.2
8.0,6.0,5.0,3.0,0.211,0.61,0.047,0.132,0.969,0.838,0.412,0.25
8.0,6.0,5.0,4.0,0.203,0.604,0.071,0.122,0.962,0.806,0.412,0.318
8.0,6.0,5.0,5.0,0.19,0.589,0.11,0.11,0.952,0.769,0.412,0.412
8.0,6.0,5.0,6.0,0.173,0.56,0.173,0.094,0.941,0.727,0.412,0.538
8.0,6.0,5.0,7.0,0.149,0.505,0.271,0.076,0.929,0.684,0.412,0.7
8.0,6.0,5.0,8.0,0.117,0.414,0.414,0.056,0.917,0.647,0.412,0.875
8.0,6.0,6.0,0.0,0.208,0.571,0.012,0.208,0.981,0.895,0.538,0.135
8.0,6.0,6.0,1.0,0.205,0.573,0.017,0.205,0.977,0.875,0.538,0.163
8.0,6.0,6.0,2.0,0.201,0.574,0.025,0.201,0.971,0.85,0.538,0.2
8.0,6.0,6.0,3.0,0.195,0.573,0.038,0.195,0.964,0.818,0.538,0.25
8.0,6.0,6.0,4.0,0.186,0.57,0.059,0.186,0.955,0.778,0.538,0.318
8.0,6.0,6.0,5.0,0.173,0.56,0.094,0.173,0.941,0.727,0.538,0.412
8.0,6.0,6.0,6.0,0.155,0.536,0.155,0.155,0.923,0.667,0.538,0.538
8.0,6.0,6.0,7.0,0.13,0.487,0.253,0.13,0.9,0.6,0.538,0.7
8.0,6.0,6.0,8.0,0.099,0.401,0.401,0.099,0.875,0.538,0.538,0.875
8.0,6.0,7.0,0.0,0.185,0.511,0.009,0.295,0.98,0.889,0.7,0.135
8.0,6.0,7.0,1.0,0.182,0.512,0.012,0.294,0.975,0.867,0.7,0.163
8.0,6.0,7.0,2.0,0.177,0.513,0.018,0.291,0.969,0.838,0.7,0.2
8.0,6.0,7.0,3.0,0.171,0.513,0.029,0.287,0.96,0.8,0.7,0.25
8.0,6.0,7.0,4.0,0.162,0.511,0.046,0.281,0.947,0.75,0.7,0.318
8.0,6.0,7.0,5.0,0.149,0.505,0.076,0.271,0.929,0.684,0.7,0.412
8.0,6.0,7.0,6.0,0.13,0.487,0.13,0.253,0.9,0.6,0.7,0.538
8.0,6.0,7.0,7.0,0.104,0.448,0.224,0.224,0.857,0.5,0.7,0.7
8.0,6.0,7.0,8.0,0.075,0.373,0.373,0.179,0.8,0.4,0.7,0.875
8.0,6.0,8.0,0.0,0.152,0.421,0.006,0.421,0.979,0.885,0.875,0.135
8.0,6.0,8.0,1.0,0.149,0.421,0.009,0.421,0.974,0.86,0.875,0.163
